16,,,,,,,,,,,,,,,,,,,,,,,,,
Id,Equipment Name,Short Name,Rarity,Level,Introductory Level,Total Value,Talent 1,Talent 2,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Slot,Slot Default,Image,Tags,Set,Manual Rarity,Manual Value
1013,Grey Charm,,Epic,9,12,9,1,-1,Soothing Darkness,Misguided Heal,Savage Curse,,,,,,,,Divine Item,,Charm2,,0,,
1014,Draining Dagger,,Epic,10,15,21,1,1,Invigorating Touch,Invigorating Touch,Lunging Strike,Consuming Spear,Mind Worm,Mind Worm,,,,,Divine Weapon,,Divine blade 5,,0,,
1015,St. Forgue's Sword,,Rare,13,15,26,1,1,Invigorating Touch,Reaching Swing,Lunging Strike,Consuming Spear,Demonic Power,Mind Worm,,,,,Divine Weapon,,Divine blade 7,,0,,
1016,Scouring Axe,,Rare,17,6,34,2,1,Obliterating Chop,Obliterating Chop,Strong Chop,Chop,Cleansing Burst,Purge,,,,,Divine Weapon,,Divine Neophytes axe,,0,,
1019,Duality Mace,,Uncommon,16,17,32,2,1,Touch of Death,Touch of Death,Chop,Impenetrable Nimbus,Impenetrable Nimbus,Lifesaving Block,,,,,Divine Weapon,,Divine Mace 5,,0,,
1020,Coruscating Mail,,Epic,15,8,15,1,-1,Dynamic Armor,Reliable Mail,Shimmering Aura,,,,,,,,Heavy Armor,,MailShirt,,0,,
1021,Ogre Hide Armor,,Common,15,8,15,1,-1,Dynamic Armor,Thickened Mail,Thick Hide Armor,,,,,,,,Heavy Armor,,Heavy Armor Chain 9,,0,,
1022,Spiked Platemail,,Epic,15,5,15,1,-1,Horned Plates,Reliable Mail,Shimmering Aura,,,,,,,,Heavy Armor,,SpikedBreastplate,,0,,
1023,Ogre Plate,,Epic,16,3,16,1,-1,Enchanted Mail,Lunging Bash,Shimmering Aura,,,,,,,,Heavy Armor,,Heavy Armor Plate 7,,0,,
1024,Gauntlets of the Giant,Gauntlets of the G..,Rare,15,5,15,1,-1,Frenzy Aura,Reliable Mail,Reliable Hide Armor,,,,,,,,Heavy Armor,,Heavy Armor Gauntlets 1,,0,,
1025,Sturdy Armor,,Epic,12,1,12,1,-1,Reliable Mail,Reliable Mail,Reliable Hide Armor,,,,,,,,Heavy Armor,,Shiny Chain 3,,0,,
1030,Minotaur Helm,,Uncommon,13,5,13,1,-1,Spiked Mail,Spiked Mail,Lunging Hack,,,,,,,,Helmet,,Helmet Horned 3,,0,,
1032,Gouging Helm,,Rare,6,3,6,0,-1,Shimmering Aura,Lunging Thrust,Lunging Thrust,,,,,,,,Helmet,,Helmet Horned 2,,0,,
1034,Robe of the Geomancers,,Epic,15,12,15,1,-1,Energizing Move,Energizing Move,Thick Hide Armor,,,,,,,,Robes,,CrackleRobe,,0,,
1035,Quickling Robes,,Rare,12,12,12,1,-1,Rushing Aura,Rushing Aura,Energizing Move,,,,,,,,Robes,,robes collar 4,,0,,
1036,Cloak of Instinct,,Common,15,12,15,1,-1,Rushing Aura,Thick Hide Armor,Reflexive Teleport,,,,,,,,Robes,,robes cape 1,,0,,
1038,Mantle of Instinct,,Rare,18,7,18,2,-1,Reliable Mail,Thick Hide Armor,Reflexive Teleport,,,,,,,,Robes,,robes cape 4,,0,,
1039,Buckler of Inertia,,Uncommon,12,6,12,1,-1,Absorbing Block,Hit the Deck,Flimsy Block,,,,,,,,Shield,,Shield Round 10,,0,,
1040,Shield of Inertia,,Common,15,6,15,1,-1,Absorbing Block,Desperate Block,Flimsy Block,,,,,,,,Shield,,Shield Metal 6,,0,,
1041,Deflecting Buckler,,Uncommon,10,6,10,1,-1,Hard to Pin Down,Missile Block,Missile Block,,,,,,,,Shield,,Buckle1,,0,,
1042,Quickfoot Buckler,,Uncommon,12,6,12,1,-1,Hard to Pin Down,Hit the Deck,Hit the Deck,,,,,,,,Shield,,Buckle2,,0,,
1043,Shield of Desperation,,Common,12,1,12,1,-1,Desperate Block,Desperate Block,Flimsy Block,,,,,,,,Shield,,ShieldDesperate,,0,,
1044,Reverberating Shield,,Common,14,3,14,1,-1,Desperate Block,Desperate Block,Missile Block,,,,,,,,Shield,,ShieldRev,,0,,
1045,Sub-zero Staff,,Rare,15,12,30,2,1,Freeze,Freeze,Chilling Rime,Cold Snap,Force Bolt,Maze,,,,,Staff,,Crooky Staff 3,,0,,
1046,Frosty Staff,,Rare,15,12,30,2,1,Frost Jolt,Frost Jolt,Cone of Cold,Cone of Cold,Chilling Rime,Cold Snap,,,,,Staff,,Club Staff 4,,0,,
1047,Staff of the Arctic,,Legendary,15,12,30,2,1,Cone of Cold,Cone of Cold,Cone of Cold,Cone of Cold,Chilling Rime,Cold Snap,,,,,Staff,,Curly Staff 4,,0,,
1048,Mindsplinter Staff,,Epic,13,6,27,2,1,Obliterating Spark,Obliterating Spark,Powerful Spark,Flash of Agony,Flash of Agony,Flash of Agony,,,,,Staff,,Staff Wooden 3,,0,,
1049,Staff of Winter,,Rare,15,12,30,2,1,Frost Jolt,Frost Jolt,Frost Jolt,Frost Jolt,Chilling Rime,Cold Snap,,,,,Staff,,StaffWinter,,0,,
1050,Wallbuilder's Staff,,Rare,15,13,31,2,1,Wall of Illusion,Wall of Illusion,Wall of Illusion,Flash Flood,Flash Flood,Maze,,,,,Staff,,StaffWall,,0,,
1052,Staff of Embers,,Legendary,15,15,31,2,1,Ember Burst,Ember Burst,Ember Burst,Ember Burst,Ember Burst,Burning Fingers,,,,,Staff,,StaffFireballs,,0,,
1053,Charring Staff,,Epic,15,15,30,2,1,Ember Burst,Ember Burst,Wall of Fire,Wall of Fire,Flame Spit,Flame Spit,,,,,Staff,,StaffChar,,0,,
1054,Staff of Soot,,Epic,15,16,30,2,1,Ember Burst,Ember Burst,Flame Spit,Flame Spit,Smoke Bomb,Smoke Bomb,,,,,Staff,,StaffSoot,,0,,
1055,Lead-pommeled Sword,,Uncommon,13,13,27,2,1,Able Bash,Able Bash,Able Bash,Tricky Stab,Tricky Stab,Tricky Stab,,,,,Weapon,,Sword,,0,,
1056,Heavyweight Mace,,Rare,17,6,34,2,1,Powerful Bash,Powerful Bash,Able Bash,Able Bash,Trained Bludgeon,Blind Rage,,,,,Weapon,,HeavyweightMace,,0,,
1057,Spear of Dancing,,Rare,16,10,33,2,1,Penetrating Stab,Lunging Thrust,Lunging Thrust,Penetrating Cut,Disorienting Block,Disorienting Block,,,,,Weapon,,Weapon-Ash-Spear,,0,,
1058,Infused Greatclub,,Rare,13,1,26,1,1,Pulverizing Bludgeon,Pulverizing Bludgeon,Trained Bludgeon,Bludgeon,Bludgeon,Bludgeon,,,,,Weapon,,Greatclub,,0,,
1059,Surging Battleaxe,,Rare,11,3,22,1,1,Mighty Hack,Mighty Hack,Lunging Hack,Lunging Hack,Lunging Hack,Lunging Hack,,,,,Weapon,,SurgingAxe,,0,,
1060,Armor of Surety,,Common,1,1,0,0,-1,Reliable Hide Armor,Surestrike Blessing,Surestrike Blessing,,,,,,,,Divine Armor,,Divine Armor Studded 6,,0,,
1062,Glowing Hide Armor,,Common,8,6,8,0,-1,Invigorating Touch,Thick Hide Armor,Reliable Hide Armor,,,,,,,,Divine Armor,,GlowHide,,0,,
1064,St. Aaron's Armor,,Common,9,6,9,1,-1,Cleansing Burst,Thick Hide Armor,Cloth Armor,,,,,,,,Divine Armor,,SaintMail1,,0,,
1065,Armor of Cleansing,,Uncommon,9,6,9,1,-1,Thick Hide Armor,Cleansing Burst,Cleansing Presence,,,,,,,,Divine Armor,,HealerHide,,0,,
1066,Infused Cloth Armor,,Common,12,6,12,1,-1,Crafted Mail,Cloth Armor,Invigorating Touch,,,,,,,,Divine Armor,,DivineCloth2,,0,,
1069,Crafted Healer's Mail,,Common,7,1,7,0,-1,Crafted Mail,Minor Heal,Minor Heal,,,,,,,,Divine Armor,,HealerHide,,0,,
1071,Thick Healer's Hide,,Common,3,1,3,0,-1,Thick Hide Armor,Minor Heal,Minor Heal,,,,,,,,Divine Armor,,ThickHealersHide,,0,,
1072,Hide of the Frenzied,,Common,3,1,3,0,-1,Thick Hide Armor,Righteous Frenzy,Righteous Frenzy,,,,,,,,Divine Armor,,FrenzyHide,,0,,
1073,Cleansing Hide,,Uncommon,3,6,3,0,-1,Thick Hide Armor,Cleansing Presence,Cleansing Presence,,,,,,,,Divine Armor,,BlessedTrog,,0,,
1074,Plain Old Armor,,Common,3,1,3,0,-1,Thickened Mail,Reliable Hide Armor,Rusty Armor,,,,,,,,Heavy Armor,,Heavy Armor Leather 5,,0,,
1078,Rusting Chain Shirt,,Common,6,1,6,0,-1,Solid Mail,Rusty Armor,Rusty Armor,,,,,,,,Heavy Armor,,Divine Armor Rusty Mail,,0,,
1079,Thick Cuirass,,Common,6,1,6,0,-1,Thickened Mail,Thickened Mail,Reliable Hide Armor,,,,,,,,Heavy Armor,,Cuirass,,0,,
1080,Battered Spiked Mail,,Common,9,5,9,1,-1,Horned Plates,Rusty Armor,Rusty Armor,,,,,,,,Heavy Armor,,Spiky Chain 2,,0,,
1082,Hardened Hide Armor,,Common,9,1,9,1,-1,Solid Mail,Thick Hide Armor,Reliable Hide Armor,,,,,,,,Heavy Armor,,HardHide1,,0,,
1083,Crusty Helm,,Rare,6,5,6,0,-1,Reliable Mail,Hardy Mail,Obvious Maneuver,,,,,,,,Helmet,,Helmet Bucket 20,,0,,
1084,Welk's Helm,,Common,6,6,6,0,-1,Quick Reactions,Thick Hide Armor,Fumble,,,,,,,,Helmet,,WelksHelm,,0,,
1085,Weakling's Helm,,Rare,6,5,6,0,-1,Reliable Mail,Hardy Mail,Wimpy,,,,,,,,Helmet,,Helmet Bucket 9,,0,,
1087,Solid Iron Helmet,,Epic,9,5,9,1,-1,Reliable Mail,Reliable Mail,Slowed,,,,,,,,Helmet,,Helmet Bucket 16,,0,,
1088,Wyvern Hide Helmet,,Common,6,6,6,0,-1,Thick Hide Armor,Quick Reactions,Traveling Curse,,,,,,,,Helmet,,Helmet Coif 4,,0,,
1089,Shivering Shield,,Rare,9,9,9,1,-1,Jarring Block,Jarring Block,Jarring Block,,,,,,,,Shield,,ShieldShiv,,0,,
1091,Oval Shield,,Common,9,5,9,1,-1,Desperate Block,Desperate Block,Superstitious,,,,,,,,Shield,,ShieldOval,,0,,
1092,Maple Shield,,Uncommon,7,9,7,0,-1,Missile Block,Missile Block,Jarring Block,,,,,,,,Shield,,ShieldMaple,,0,,
1096,Bullseye Shield,,Epic,8,12,8,0,-1,Catch Arrow,Catch Arrow,Missile Block,,,,,,,,Shield,,ShieldTarget,,0,,
1097,Battered Buckler,,Uncommon,9,9,9,1,-1,Hit the Deck,Jarring Block,Lunging Thrust,,,,,,,,Shield,,ShieldBatter,,0,,
1099,Grey Rapier,,Common,3,3,6,0,0,Able Stab,Able Stab,Able Stab,Predictable Stab,Weak Strike,Weak Strike,,,,,Weapon,,Weapon-Balanced-Rapier-2,,0,,
1101,Hefty Stout Club,,Rare,4,1,8,0,0,Strong Bludgeon,Trained Bludgeon,Trained Bludgeon,Able Bludgeon,Bludgeon,Bludgeon,,,,,Weapon,,Stoutclub,,0,,
1102,Thick Club,,Uncommon,4,3,9,0,0,Trained Bludgeon,Trained Bludgeon,Trained Bludgeon,Lunging Hack,Lunging Hack,Lunging Hack,,,,,Weapon,,EttinsClub,,0,,
1103,Dull Shortsword,,Uncommon,5,3,10,0,0,Shifty Stab,Shifty Stab,Able Stab,Lunging Hack,Lunging Hack,Lunging Hack,,,,,Weapon,,Weapon Shortsword 2,,0,,
1104,Thin Poignard,,Common,3,5,6,0,0,Lunging Strike,Lunging Strike,Shifty Stab,Shifty Stab,Backbiting Strike,Backbiting Strike,,,,,Weapon,,Stiletto,,0,,
1105,Flimsy Rapier,,Rare,5,3,10,0,0,Penetrating Lunge,Penetrating Lunge,Lunging Strike,Lunging Strike,Weak Strike,Weak Strike,,,,,Weapon,,Weapon Balanced Rapier,,0,,
1106,Leaden Maul,,Rare,2,5,4,0,0,Strong Bludgeon,Strong Bludgeon,Trained Bludgeon,Trained Bludgeon,Backbiting Strike,Wimpy,,,,,Weapon,,LeadenMaul,,0,,
1107,Blocking Axe,,Uncommon,1,1,3,0,0,Clumsy Chop,Clumsy Chop,Clumsy Chop,Flimsy Block,Flimsy Block,Flimsy Block,,,,,Weapon,,Blockaxe,,0,,
1108,Slippery Sword,,Rare,2,5,5,0,0,Shifty Stab,Shifty Stab,Shifty Stab,Shifty Stab,Simple Strike,Backbiting Strike,,,,,Weapon,,Blade2,,0,,
1109,Kobold Killer,,Rare,1,2,1,0,0,Controlled Overswing,Bludgeon,Bludgeon,Simple Strike,Simple Strike,Weak Strike,,,,,Weapon,,Kobold-Killer,,0,,
1110,Orzo's Excellent Wand,,Rare,3,3,3,0,-1,Telekinesis,Big Zap,Little Zap,,,,,,,,Arcane Item,,OrzosExcellentWand,,0,,
1111,Blessed Demon Claw,,Rare,3,1,3,0,-1,Healing Pulse,Unholy Frenzy,Righteous Frenzy,,,,,,,,Divine Item,,BlessedDemonsClaw,,0,,
1113,Cloudy Circlet,,Common,4,6,4,0,-1,Perplexing Ray,Force Bolt,Ember Spray,,,,,,,,Arcane Item,,CircletCloudy,,0,,
1114,Red Circlet,,Uncommon,6,6,6,0,-1,Perplexing Ray,Burning Fingers,Ember Spray,,,,,,,,Arcane Item,,CircletRed,,0,,
1117,Burning Bangle,,Common,5,5,5,0,-1,Hot Spot,Hot Spot,Ember Spray,,,,,,,,Arcane Item,,BangleBurn,,0,,
1120,Viscous Locket,,Uncommon,5,5,5,0,-1,Acid Blast,Acid Blast,Traveling Curse,,,,,,,,Arcane Item,,LocketViscous,,0,,
1121,Glowing Bangle,,Common,4,5,4,0,-1,Hot Spot,Acid Blast,Defensiveness,,,,,,,,Arcane Item,,BangleGlowing,,0,,
1123,Blasting Rod,,Uncommon,5,1,5,0,-1,Force Blast,Force Blast,Little Zap,,,,,,,,Arcane Item,,RodBlasting,,0,,
1125,Thrumming Bracelet,,Uncommon,5,2,5,0,-1,Arcane Spray,Arcane Spray,Little Zap,,,,,,,,Arcane Item,,BraceletThrum,,0,,
1126,Malachite Orb,,Uncommon,5,1,5,0,-1,Force Blast,Big Zap,Big Zap,,,,,,,,Arcane Item,,OrbMal,,0,,
1129,Pewter Amulet,,Uncommon,4,5,4,0,-1,Acid Blast,Arcane Spray,Mind Leak,,,,,,,,Arcane Item,,AmuletPewter,,0,,
1132,Hot Crystal,,Uncommon,3,2,3,0,-1,Big Zap,Burning Fingers,Burning Fingers,,,,,,,,Arcane Item,,Arcane Items Crystal 4,,0,,
1138,Storm Circlet,,Rare,3,3,3,0,-1,Arcane Spray,Firestorm,Penetrating Zap,,,,,,,,Arcane Item,,CircletStorm,,0,,
1139,Orb of Flames,,Rare,2,3,2,0,-1,Firestorm,Fire Spray,Fire Spray,,,,,,,,Arcane Item,,OrbOfRoaringFlames,,0,,
1140,Scorching Wand,,Rare,6,2,6,0,-1,Glob of Flame,Fire Spray,Ember Spray,,,,,,,,Arcane Item,,Arcane Items Unstable Wand 1,,0,,
1141,Boiling Stone,,Rare,6,5,6,0,-1,Glob of Flame,Hot Spot,Brain Burn,,,,,,,,Arcane Item,,Jagged Stone Red,,0,,
1142,Caustic Ring,,Rare,7,5,7,0,-1,Glob of Flame,Acid Blast,Mind Leak,,,,,,,,Arcane Item,,RingCrownGreen,,0,,
1143,Ring of Hot Spikes,,Epic,5,5,5,0,-1,Glob of Flame,Stone Spikes,Ember Spray,,,,,,,,Arcane Item,,Divine Item ring 8,,0,,
1147,Accursed Blue Stone,,Rare,6,6,6,0,-1,Counterspell,Arcane Spray,Arcane Curse,,,,,,,,Arcane Item,,StoneBlue,,0,,
1148,Rumbling Rod,,Rare,6,6,6,0,-1,Counterspell,Force Blast,Trip,,,,,,,,Arcane Item,,RodRumble,,0,,
1149,Roiling Pendant,,Common,10,6,10,1,-1,Boiling Armor,Hot Spot,Fire Spray,,,,,,,,Arcane Item,,PendantRoil,,0,,
1154,Stone of Shards,,Rare,8,7,8,0,-1,Reflexive Teleport,Stone Spikes,Little Zap,,,,,,,,Arcane Item,,StoneShards,,0,,
1155,Amber Amulet,,Common,9,6,9,1,-1,Boiling Armor,Force Blast,Penetrating Zap,,,,,,,,Arcane Item,,AmuletAmber,,0,,
1156,Orange Amulet,,Common,9,6,9,1,-1,Boiling Armor,Arcane Spray,Squeamish,,,,,,,,Arcane Item,,AmuletOrange,,0,,
1157,Bloodfoot Wand,,Epic,9,5,9,1,-1,Gusts of War,Stone Spikes,Stone Spikes,,,,,,,,Arcane Item,,WandBlood,,0,,
1158,Sensate's Ring,,Common,8,5,8,0,-1,Gusts of War,Little Zap,Squeamish,,,,,,,,Arcane Item,,RingSensate,,0,,
1161,Red Iron Ring,,Uncommon,9,5,9,1,-1,Force Blast,Arcane Spray,Hot Spot,,,,,,,,Arcane Item,,RingIronRed,,0,,
1164,Mindzap Bauble,,Uncommon,9,3,9,1,-1,Gusts of War,Big Zap,Little Zap,,,,,,,,Arcane Item,,BaubleMind,,0,,
1166,Ring of Force,,Rare,9,3,9,1,-1,Telekinesis,Force Blast,Force Blast,,,,,,,,Arcane Item,,RingForce,,0,,
1168,Azure Amulet,,Rare,9,2,9,1,-1,Glob of Flame,Arcane Spray,Penetrating Zap,,,,,,,,Arcane Item,,AmuletAzure,,0,,
1169,Rod of Falling Cinders,Rod of Cinders,Rare,10,3,10,1,-1,Gusts of War,Firestorm,Fire Spray,,,,,,,,Arcane Item,,RodCinders,,0,,
1170,Dendrite Ring,,Rare,9,6,9,1,-1,Counterspell,Arcane Spray,Zap,,,,,,,,Arcane Item,,RingDendrite,,0,,
1172,Wand of Hot Winds,,Common,12,11,12,1,-1,Boiling Armor,Whirlwind Enemies,Hot Spot,,,,,,,,Arcane Item,,WandHot,,0,,
1173,Mirror of Melting,,Rare,12,6,12,1,-1,Boiling Armor,Boiling Armor,Stone Spikes,,,,,,,,Arcane Item,,MirrorMelt,,0,,
1174,Puce Diadem,,Common,12,7,12,1,-1,Reflexive Teleport,Perplexing Ray,Loner,,,,,,,,Arcane Item,,DiademPuce,,0,,
1177,Bluestone Pendant,,Uncommon,13,11,13,1,-1,Winds of War,Acid Blast,Penetrating Zap,,,,,,,,Arcane Item,,PendantBlueStone,,0,,
1178,Redstone Pendant,,Uncommon,12,13,12,1,-1,Winds of War,Wall of Illusion,Trip,,,,,,,,Arcane Item,,PendantRedStone,,0,,
1179,Greenstone Pendant,,Uncommon,13,11,13,1,-1,Winds of War,Whirlwind Enemies,Big Zap,,,,,,,,Arcane Item,,PendantGreenStone,,0,,
1180,Yellowstone Pendant,,Uncommon,12,11,12,1,-1,Winds of War,Perplexing Ray,Defensiveness,,,,,,,,Arcane Item,,PendantYellowStone,,0,,
1181,Sizzling Chain,,Rare,13,11,13,1,-1,Glob of Flame,Whirlwind Enemies,Acid Blast,,,,,,,,Arcane Item,,ChainSizz,,0,,
1184,Blood Locket,,Rare,12,12,12,1,-1,Winds of War,Path of Knives,Squeamish,,,,,,,,Arcane Item,,LocketBlood,,0,,
1185,Bloody Bracelet,,Epic,12,13,12,1,-1,Wall of Fire,Path of Knives,Path of Knives,,,,,,,,Arcane Item,,BangleBurn,,0,,
1188,Bubbling Wand,,Common,13,11,13,1,-1,Boiling Armor,Acid Blast,Whirlwind Enemies,,,,,,,,Arcane Item,,WandBubble,,0,,
1189,Ring of Smoke,,Common,13,16,13,1,-1,Smoke Bomb,Smoke Bomb,Burning Fingers,,,,,,,,Arcane Item,,Arcane Items Onyx Ring,,0,,
1190,Crisping Rod,,Common,15,13,15,1,-1,Wall of Fire,Forgetfulness,Hot Spot,,,,,,,,Arcane Item,,RodCrisp,,0,,
1191,Wand of Rapid Air,,Common,15,11,15,1,-1,Reflexive Teleport,Whirlwind Enemies,Force Blast,,,,,,,,Arcane Item,,WandSpritz,,0,,
1192,Runestone,,Common,15,13,15,1,-1,Winds of War,Wall of Fire,Squeamish,,,,,,,,Arcane Item,,StoneRune,,0,,
1194,Glowing Ring,,Common,14,16,14,1,-1,Teleport Self,Wall of Fire,Ember Spray,,,,,,,,Arcane Item,,RingGlow,,0,,
1195,Scepter of Antipathy,,Uncommon,15,13,15,1,-1,Forgetfulness,Wall of Illusion,Force Blast,,,,,,,,Arcane Item,,ScepterAnti,,0,,
1198,Shifting Bangle,,Uncommon,15,16,15,1,-1,Teleport Self,Gusts of War,Brain Burn,,,,,,,,Arcane Item,,BangleShift,,0,,
1201,Wallbuilder's Bracelet,,Rare,15,13,15,1,-1,Flash Flood,Wall of Fire,Force Blast,,,,,,,,Arcane Item,,Bracelet,,0,,
1205,Glittering Pin,,Common,18,13,18,2,-1,Reflexive Teleport,Wall of Fire,Force Blast,,,,,,,,Arcane Item,,PinSilver,,0,,
1207,Box of Smoke,,Common,18,16,18,2,-1,Wall of Fire,Smoke Bomb,Wall of Illusion,,,,,,,,Arcane Item,,Arcane Items box 3,,0,,
1210,Wand of Seared Air,,Common,18,13,18,2,-1,Winds of War,Wall of Fire,Hot Spot,,,,,,,,Arcane Item,,Arcane Items Wand B 3,,0,,
1211,Reflex Stone,,Common,18,7,18,2,-1,Reflexive Teleport,Reflexive Teleport,Penetrating Zap,,,,,,,,Arcane Item,,StoneBlue,,0,,
1212,Firewall Amulet,,Common,18,13,18,2,-1,Wall of Fire,Wall of Fire,Perplexing Ray,,,,,,,,Arcane Item,,Amulet 8,,0,,
1213,Cinnabar Ring,,Common,18,6,18,2,-1,Gusts of War,Boiling Armor,Dissolve Armor,,,,,,,,Arcane Item,,Divine Item ring 1,,0,,
1220,Spellbane Scepter,,Uncommon,18,13,18,2,-1,Forgetfulness,Forgetfulness,Wall of Illusion,,,,,,,,Arcane Item,,ScepterSpellbane,,0,,
1221,Smoke Circlet,,Uncommon,18,16,18,2,-1,Forgetfulness,Smoke Bomb,Wall of Illusion,,,,,,,,Arcane Item,,CircletCloudy,,0,,
1225,Locket of the Gale,,Uncommon,17,11,17,1,-1,Winds of War,Winds of War,Ember Spray,,,,,,,,Arcane Item,,LocketBlue,,0,,
1226,Brainfire Orb,,Uncommon,18,13,18,2,-1,Perplexing Ray,Perplexing Ray,Wall of Fire,,,,,,,,Arcane Item,,OrbBrain,,0,,
1227,Braincloud Orb,,Uncommon,18,16,18,2,-1,Perplexing Ray,Perplexing Ray,Smoke Bomb,,,,,,,,Arcane Item,,OrbBrain2,,0,,
1228,Vermillion Pendant,,Uncommon,18,3,18,2,-1,Gusts of War,Acid Spray,Arcane Spray,,,,,,,,Arcane Item,,Arcane Items Amulet Piercing,,0,,
1230,Pin of the Painful Mirage,Pin of the Pain..,Rare,15,13,15,1,-1,Path of Knives,Wall of Illusion,Wall of Illusion,,,,,,,,Arcane Item,,PinMirage,,0,,
1233,Rod of Winds,,Rare,9,11,9,1,-1,Whirlwind,Whirlwind Enemies,Whirlwind Enemies,,,,,,,,Arcane Item,,RodWind,,0,,
1234,Wand of Sizzling Drops,,Rare,15,16,15,1,-1,Whirlwind,Acid Spray,Smoke Bomb,,,,,,,,Arcane Item,,RodFire,,0,,
1235,Hurricane Stone,,Rare,15,11,15,1,-1,Gusts of War,Whirlwind,Whirlwind Enemies,,,,,,,,Arcane Item,,StoneBurningDreams,,0,,
1236,Cerulean Amulet,,Rare,15,16,15,1,-1,Teleport Self,Whirlwind,Arcane Spray,,,,,,,,Arcane Item,,Amulet 7,,0,,
1238,Wallbuilder's Scepter,,Rare,18,13,18,2,-1,Flash Flood,Wall of Illusion,Wall of Fire,,,,,,,,Arcane Item,,Arcane Items Sceptre 2,,0,,
1239,Emerald Circlet,,Rare,18,16,18,2,-1,Teleport Self,Wall of Illusion,Whirlwind,,,,,,,,Arcane Item,,CircletGreen,,0,,
1241,Chit of Choking Smoke,,Rare,18,16,18,2,-1,Glob of Flame,Smoke Bomb,Smoke Bomb,,,,,,,,Arcane Item,,ChitSmoke,,0,,
1242,Bracelet of Elements,,Rare,18,12,18,2,-1,Cone of Cold,Acid Spray,Perplexing Ray,,,,,,,,Arcane Item,,BraceletElements,,0,,
1245,Sky Locket,,Rare,18,16,18,2,-1,Teleport Self,Smoke Bomb,Path of Knives,,,,,,,,Arcane Item,,LocketBlue,,0,,
1249,Pendant of Artax,,Epic,8,3,8,0,-1,Glob of Flame,Telekinesis,Little Zap,,,,,,,,Arcane Item,,PendantRoil,,0,,
1250,Crown of Mad Eskin,,Epic,9,6,9,1,-1,Short Perplexing Ray,Hot Spot,Firestorm,,,,,,,,Arcane Item,,PeriaptEskin,,0,,
1251,Mad Eskin's Pin,,Epic,9,3,9,1,-1,Telekinesis,Telekinesis,Arcane Spray,,,,,,,,Arcane Item,,PinEskin,,0,,
1255,Eych's Amulet,,Epic,9,7,9,1,-1,Reflexive Teleport,Stone Spikes,Stone Spikes,,,,,,,,Arcane Item,,Arcane Items Amulet 3,,0,,
1256,Tauri's Watery Maze,,Epic,13,13,13,1,-1,Flash Flood,Flash Flood,Maze,,,,,,,,Arcane Item,,Arcane Items box 3,,0,,
1257,Hasek's Icy Ring,,Epic,13,12,13,1,-1,Cone of Cold,Cone of Cold,Big Zap,,,,,,,,Arcane Item,,FoggingRing,,0,,
1259,Banik's Bubbling Bauble,,Epic,12,3,12,1,-1,Gusts of War,Telekinesis,Firestorm,,,,,,,,Arcane Item,,BaubleBlue,,0,,
1260,Cohr's Black Scepter,,Epic,12,11,12,1,-1,Winds of War,Whirlwind,Stone Spikes,,,,,,,,Arcane Item,,ScepterBlack,,0,,
1262,Axander's Twisted Circlet,,Epic,13,6,13,1,-1,Short Perplexing Ray,Short Perplexing Ray,Big Zap,,,,,,,,Arcane Item,,CircletTwist,,0,,
1264,Penteth's Orb,,Epic,12,12,12,1,-1,Reflexive Teleport,Path of Knives,Firestorm,,,,,,,,Arcane Item,,OrbPent,,0,,
1266,Bimson's Water Stone,,Epic,16,13,16,1,-1,Flash Flood,Flash Flood,Acid Blast,,,,,,,,Arcane Item,,Obscure Stone,,0,,
1267,Hylithia's Wand,,Epic,16,12,16,1,-1,Cone of Cold,Cone of Cold,Acid Blast,,,,,,,,Arcane Item,,BrassWandOfZapping,,0,,
1270,Vira's Chain,,Epic,15,16,15,1,-1,Teleport Self,Short Perplexing Ray,Stone Spikes,,,,,,,,Arcane Item,,ChainHotSpark,,0,,
1271,Morbo's Pendant,,Epic,15,16,15,1,-1,Teleport Self,Cone of Cold,Firestorm,,,,,,,,Arcane Item,,PendantYellowStone,,0,,
1274,Sarigo's Rod,,Epic,15,12,15,1,-1,Winds of War,Path of Knives,Path of Knives,,,,,,,,Arcane Item,,RodBlasting,,0,,
1275,Sarigo's Wand,,Epic,15,11,15,1,-1,Winds of War,Whirlwind,Whirlwind,,,,,,,,Arcane Item,,AdamantWand,,0,,
1278,Pip's Anklet,,Epic,18,13,18,2,-1,Flash Flood,Flash Flood,Wall of Illusion,,,,,,,,Arcane Item,,Anklet,,0,,
1280,Flicker's Earcuff,,Epic,18,6,18,2,-1,Counterspell,Counterspell,Acid Spray,,,,,,,,Arcane Item,,EarCuff,,0,,
1281,Farzil's Perplexing Horn,,Epic,18,6,18,2,-1,Short Perplexing Ray,Short Perplexing Ray,Perplexing Ray,,,,,,,,Arcane Item,,HornPerp,,0,,
1282,Rantic's Orb of Inner Fire,Rantic's Orb,Epic,18,6,18,2,-1,Glob of Flame,Glob of Flame,Boiling Armor,,,,,,,,Arcane Item,,OrbOfRoaringFlames,,0,,
1283,Waenog's White Chain,,Epic,18,13,18,2,-1,Flash Flood,Wall of Fire,Cone of Cold,,,,,,,,Arcane Item,,ChainWhite,,0,,
1284,Cobalt's Chalice,,Epic,18,12,18,2,-1,Cone of Cold,Counterspell,Forgetfulness,,,,,,,,Arcane Item,,ChaliceCobalt,,0,,
